1643015790851,0
1643015796961,9560
1643015801949,14340
1643015806395,19120
1643015810996,23900
1643015815866,33460
1643015821757,43020
1643015826424,47800
1643015833182,57360
1643015836306,62140
1643015841557,66920
1643015847607,71080
